paper_id,title,UMAP1,UMAP2,Publication_Year,Cited_by_count,DOI,event,journal,Author
W2124637227,Community structure and metabolism through reconstruction of microbial genomes from the environment,2.1874747,5.0389147,2004,2395,https://doi.org/10.1038/nature02340,最初のMAG (Metagenome-Assembled Genome),Nature,Gene W. Tyson; Jarrod Chapman; Philip Hugenholtz; Eric E. Allen; Rachna J. Ram; Paul M. Richardson; Victor Solovyev; Edward M. Rubin; Daniel S. Rokhsar; Jillian F. Banfield
W2166123725,Insights into the phylogeny and coding potential of microbial dark matter,2.9539447,5.672085,2013,2357,https://doi.org/10.1038/nature12352,DPANN群の提唱,Nature,Christian Rinke; Patrick Schwientek; Alexander Sczyrba; Natalia Ivanova; Iain Anderson; Jan‐Fang Cheng; Aaron E. Darling; Stephanie Malfatti; Brandon K. Swan; Esther Gies; Jeremy A. Dodsworth; Brian P. Hedlund; Imna Malele; Stefan M. Sievert; Wen‐Tso Liu; Jonathan A. Eisen; Steven Hallam; Nikos C. Kyrpides; Ram_nas Stepanauskas; Edward M. Rubin; Philip Hugenholtz; Tanja Woyke
W2118746294,"Nucleotide sequence of the iap gene, responsible for alkaline phosphatase isozyme conversion in Escherichia coli, and identification of the gene product",5.8356986,0.9903663,1987,2284,https://doi.org/10.1128/jb.169.12.5429-5433.1987,CRISPRの発見,Journal of Bacteriology,Yoshizumi Ishino; Hideo Shinagawa; K Makino; M Amemura; Akio Nakata
W4295127969,Sequence Analysis of the Genome of the Unicellular Cyanobacterium Synechocystis sp. Strain PCC6803. II. Sequence Determination of the Entire Genome and Assignment of Potential Protein-coding Regions,3.3215625,8.626193,1996,2131,https://doi.org/10.1093/dnares/3.3.109,初の光合成生物ゲノム ( Synechocystis sp. Strain PCC6803),DNA Research,Takakazu Kaneko; Shusei Sato; Haruru Kotani; Ayako Tanaka; E. Asamizu; Yasukazu Nakamura; Noriyuki Miyajima; M. Hirosawa; Masahiro Sugiura; S. Sasamoto; Takaharu Kimura; Tsutomu Hosouchi; Ai Matsuno; A. Muraki; N. Nakazaki; K. Naruo; S. Okumura; Sayaka Shimpo; C. Takeuchi; T. Wada; Akiko Watanabe; Manabu Yamada; Miho Yasuda; Sho Tabata
W2134375163,Genomic insights that advance the species definition for prokaryotes,5.3285866,8.236649,2005,2102,https://doi.org/10.1073/pnas.0409727102,Average nucleotide identity 約94％が DNA-DNA hybridization 70％とおおよそ一致する,Proceedings of the National Academy of Sciences,Konstantinos T. Konstantinidis; James M. Tiedje
W4239833500,"Complete Genome Sequence of the Methanogenic Archaeon, Methanococcus jannaschii",3.3945467,8.667813,1996,2066,https://doi.org/10.1126/science.273.5278.1058,初の超好熱菌・アーキアゲノム(Methanocaldococcus jannaschii),Science,Carol J. Bult; Owen White; Gary J. Olsen; Lixin Zhou; Robert Fleischmann; Granger G. Sutton; Judith A. Blake; Lisa M. Fitzgerald; Rebecca A. Clayton; Jeannine D. Gocayne; Anthony R. Kerlavage; Brian Dougherty; Jean-Fran_ois Tomb; Mark D. Adams; Claudia I. Reich; Ross Overbeek; Ewen F. Kirkness; Keith G. Weinstock; Joseph M. Merrick; Anna Glodek; John Scott; Neil S. Geoghagen; Janice F. Weidman; Joyce L. Fuhrmann; Dustin Nguyen; Teresa R. Utterback; Jenny M. Kelley; Jeremy Peterson; Paul W. Sadow; Michael C. Hanna; Matthew Cotton; Kevin Roberts; Margaret A. Hurst; Brian P. Kaine; Mark Borodovsky; Hans‐Peter Klenk; Claire M. Fraser; Hamilton O. Smith; Carl R. Woese; J. Craig Venter
W2315521535,A new view of the tree of life,3.203698,4.5490794,2016,2055,https://doi.org/10.1038/nmicrobiol.2016.48,未分離微生物もたくさん入れた微生物の系統樹を提案,Nature Microbiology,Laura Hug; Brett J. Baker; Karthik Anantharaman; Christopher T. Brown; Alexander J. Probst; Cindy J. Castelle; Cristina N. Butterfield; Alex W Hernsdorf; Yuki Amano; Kotaro Ise; Yohey Suzuki; Natasha K. Dudek; David A. Relman; Kari Finstad; Ronald Amundson; Brian C. Thomas; Jillian F. Banfield
W2145573696,"The Genome of the Diatom Thalassiosira Pseudonana : Ecology, Evolution, and Metabolism",0.28815758,5.034892,2004,1991,https://doi.org/10.1126/science.1101156,初の海洋真核微細藻類のゲノム解読(Thalassiosira pseudonana),Science,E. Virginia Armbrust; John A. Berges; Chris Bowler; Beverley R. Green; Diego Mart_nez; Nicholas H. Putnam; Shiguo Zhou; Andrew E. Allen; Kirk E. Apt; Michael Bechner; Mark A. Brzezinski; Balbir K. Chaal; Anthony Chiovitti; Aubrey K. Davis; Mark S. Demarest; J. Chris Detter; Tijana Glavina; David Goodstein; Masood Z. Hadi; Uffe Hellsten; Mark Hildebrand; Bethany D. Jenkins; Jerzy Jurka; Vladimir V. Kapitonov; Nils Kr_ger; Winnie W. Y. Lau; Todd W. Lane; Frank W. Larimer; J. Casey Lippmeier; Susan Lucas; M_nica Medina; Anton Montsant; Miroslav Oborn__k; Micaela S. Parker; Brian Palenik; Gregory J. Pazour; Paul M. Richardson; Tatiana A. Rynearson; Mak A. Saito; David C. Schwartz; Kimberlee Thamatrakoln; Klaus-Ulrich Valentin; Assaf Vardi; Frances P. Wilkerson; Daniel S. Rokhsar
W1587481053,Cell-free translation reconstituted with purified components,6.9713383,2.419965,2001,1971,https://doi.org/10.1038/90802,大腸菌の翻訳反応の試験管内再構成(Pure system),Nature Biotechnology,Yoshihiro Shimizu; Akio Inoue; Yukihide Tomari; Tsutomu Suzuki; Takashi Yokogawa; Kazuya Nishikawa; Takuya Ueda
W2075716829,Molecular biological access to the chemistry of unknown soil microbes: a new frontier for natural products,4.4619937,6.505242,1998,1947,https://doi.org/10.1016/S1074-5521(98)90108-9,メタゲノムの定義,Chemistry & Biology,Jo Handelsman; Michelle R. Rondon; Sean F. Brady; Jon Clardy; Robert M. Goodman
W2043268620,The physical map of the whole E. coli chromosome: Application of a new strategy for rapid analysis and sorting of a large genomic library,6.620559,10.190421,1987,1763,https://doi.org/10.1016/0092-8674(87)90503-4,小原クローン(大腸菌の最初のゲノムDNAライブラリ),Cell,Yuji Kohara; Kiyotaka Akiyama; Katsumi Isono
W2108058966,Continuous base identification for single-molecule nanopore DNA sequencing,8.441493,9.134754,2009,1757,https://doi.org/10.1038/nnano.2009.12,Oxford Nanopore Sequenceロングリードの最初の論文,Nature Nanotechnology,James Clarke; Hai‐Chen Wu; Lakmal Jayasinghe; Alpesh Patel; S. Reid; Hagan Bayley
W1995924881,Construction of Biologically Functional Bacterial Plasmids In Vitro,5.465085,0.6466208,1973,1746,https://doi.org/10.1073/pnas.70.11.3240,制限酵素処理したプラスミドを使った大腸菌での初の遺伝子操作,Proceedings of the National Academy of Sciences,Stanley N. Cohen; Annie Chang; Herbert W. Boyer; Robert B. Helling
W2012006993,On the origin of mitosing cells,4.15851,4.8009562,1967,1689,https://doi.org/10.1016/0022-5193(67)90079-3,細胞内共生説,Journal of Theoretical Biology,Lynn Sagan
W2126809954,Comparative Metagenomics of Microbial Communities,2.411978,5.1991863,2005,1688,https://doi.org/10.1126/science.1107851,最初の異なる環境間の比較メタゲノム,Science,Susannah G. Tringe; Christian von Mering; Arthur Kobayashi; Asaf Salamov; Kevin Chen; Hwai W. Chang; Mircea Podar; Jay M. Short; Eric J. Mathur; John C. Detter; Peer Bork; Philip Hugenholtz; Edward M. Rubin
W4293241835,Magnetotactic Bacteria,4.8452973,4.452127,1975,1684,https://doi.org/10.1126/science.170679,磁性細菌とマグネトソームの発見（海洋堆積物から）,Science,Richard P. Blakemore
W2055305007,Genetic diversity in Sargasso Sea bacterioplankton,1.9705274,8.302911,1990,1666,https://doi.org/10.1038/345060a0,海洋での最初のPCR based な16S rRNA アンプリコンシーケンス解析,Nature,Stephen J. Giovannoni; Theresa B. Britschgi; C.L. Moyer; Katharine G. Field
W2096404721,Digital DNA-DNA hybridization for microbial species delineation by means of genome-to-genome sequence comparison,6.334504,8.573945,2010,1657,https://doi.org/10.4056/sigs.531120,Digital DNA_DNA hybridization,Standards in Genomic Sciences,Alexander F. Auch; Mathias von Jan; Hans‐Peter Klenk; Markus G_ker
W2044530165,High abundance of viruses found in aquatic environments,0.83387643,3.1219094,1989,1644,https://doi.org/10.1038/340467a0,水圏にはウイルスが実は凄く多いという事実の発見(電子顕微鏡),Nature,_ivind Bergh; Knut Yngve B_rsheim; Gunnar Bratbak; Mikal Heldal
W4383957026,De novo design of protein structure and function with RFdiffusion,10.4290495,4.1379075,2023,1599,https://doi.org/10.1038/s41586-023-06415-8,RFdiffusion公開,Nature,Joseph L. Watson; David Juergens; Nathaniel R. Bennett; Brian L. Trippe; Jason Yim; Helen E. Eisenach; Woody Ahern; Andrew J. Borst; Robert J. Ragotte; Lukas F. Milles; Basile I. M. Wicky; Nikita Hanikel; Samuel J. Pellock; Alexis Courbet; William Sheffler; Jue Wang; Preetham Venkatesh; Isaac Sappington; Susana V_zquez Torres; Anna Lauko; Valentin De Bortoli; _mile Mathieu; Sergey Ovchinnikov; Regina Barzilay; Tommi Jaakkola; Frank DiMaio; Minkyung Baek; David Baker
W2060528969,The dependence of cell-free protein synthesis in E. coli upon naturally occurring or synthetic polyribonucleotides,5.7277946,1.2639439,1961,1597,https://doi.org/10.1073/pnas.47.10.1588,最初のコドンを決定,Proceedings of the National Academy of Sciences,Marshall W. Nirenberg; Johannes Matthaei
W2144779133,Programming cells by multiplex genome engineering and accelerated evolution,8.220723,2.3805099,2009,1565,https://doi.org/10.1038/nature08187,MAGE法による大規模な大腸菌の遺伝子操作,Nature,Harris H. Wang; Farren J. Isaacs; Peter A. Carr; Zachary Z. Sun; George Xu; Craig R. Forest; George M. Church
W1988037647,INDEPENDENT FUNCTIONS OF VIRAL PROTEIN AND NUCLEIC ACID IN GROWTH OF BACTERIOPHAGE,4.9133244,0.69491124,1952,1552,https://doi.org/10.1085/jgp.36.1.39,DNAが遺伝子の本体であることを証明（ハーシーとチェイスの実験）,The Journal of General Physiology,A. D. Hershey; Martha Chase
W4296032638,Robust deep learning–based protein sequence design using ProteinMPNN,10.828325,5.023968,2022,1550,https://doi.org/10.1126/science.add2187,タンパク質立体構造からアミノ酸配列を予測するProteinMPNN,Science,Justas Dauparas; Ivan Anishchenko; Nathaniel R. Bennett; Hua Bai; Robert J. Ragotte; Lukas F. Milles; Basile I. M. Wicky; Alexis Courbet; Robbert J. de Haas; Neville P. Bethel; Philip J. Y. Leung; Timothy F. Huddy; Samuel J. Pellock; Doug Tischer; F. Chan; Brian Koepnick; Hannah Nguyen; Alex Kang; Banumathi Sankaran; Asim K. Bera; Neil P. King; David Baker
W2304674135,Design and synthesis of a minimal bacterial genome,7.2331443,1.770141,2016,1493,https://doi.org/10.1126/science.aad6253,最小ゲノムを持った人工細菌JCV-syn3.0 の再構成,Science,Clyde A. Hutchison; Ray-Yuan Chuang; Vladimir N. Noskov; Nacyra Assad-Garcia; Thomas J. Deerinck; Mark H. Ellisman; John Gill; Krishna Kannan; Bogumil J. Karas; Li Ma; James F. Pelletier; Zhi-Qing Qi; R. Alexander Richter; Elizabeth A. Strychalski; Lijie Sun; Yo Suzuki; Billyana Tsvetanova; Kim S. Wise; Hamilton O. Smith; John I. Glass; Chuck Merryman; Daniel G. Gibson; J. Craig Venter
W2176371198,MEASUREMENT OF IN SITU ACTIVITIES OF NONPHOTOSYNTHETIC MICROORGANISMS IN AQUATIC AND TERRESTRIAL HABITATS,3.773139,10.61608,1985,1479,https://doi.org/10.1146/annurev.mi.39.100185.001541,Great Plate Count Anomaly,Annual Review of Microbiology,James T. Staley; Allan Konopka
W2166153420,On the Regulation of DNA Replication in Bacteria,5.772259,0.8461581,1963,1445,https://doi.org/10.1101/SQB.1963.028.01.048,Replicon Modelの提唱,Cold Spring Harbor Symposia on Quantitative Biology,F Jacob; Sydney Brenner; Fran_ois Cuzin
W2147189708,Complete set of ORF clones of Escherichia coli ASKA library (A Complete Set of E. coli K-12 ORF Archive) : Unique Resources for Biological Research,6.4787445,1.6301707,2005,1412,https://doi.org/10.1093/dnares/dsi012,ASKAライブラリ(大腸菌の全ORFのクローニングコレクション),DNA Research,Masanari Kitagawa; Takeshi Ara; Md Arifuzzaman; Tomoko Ioka-Nakamichi; Eiji Inamoto; Hiromi Toyonaga; Hirotada Mori
W2136651963,An Eulerian path approach to DNA fragment assembly,8.360706,9.87164,2001,1364,https://doi.org/10.1073/pnas.171285098,de Bruijin グラフを利用したゲノムのde novo アセンブリの改良版,Proceedings of the National Academy of Sciences,Pavel A. Pevzner; Haixu Tang; Michael S. Waterman
W1982444105,Genetic Control of Biochemical Reactions in Neurospora,7.1834507,4.4386897,1941,1337,https://doi.org/10.1073/pnas.27.11.499,一遺伝子一酵素仮説,Proceedings of the National Academy of Sciences,G. W. Beadle; E. L. Tatum
W1528357204,Unusual biology across a group comprising more than 15% of domain Bacteria,3.3010478,8.292004,2015,1279,https://doi.org/10.1038/nature14486,CPRの発見,Nature,Christopher T. Brown; Laura Hug; Brian C. Thomas; Itai Sharon; Cindy J. Castelle; Andrea Singh; Michael J. Wilkins; Kelly Wrighton; Kenneth H. Williams; Jillian F. Banfield
W2099836442,Complete Genome Sequence of Enterohemorrhagic Eschelichia coli O157:H7 and Genomic Comparison with a Laboratory Strain K-12,3.3557708,3.3760328,2001,1266,https://doi.org/10.1093/dnares/8.1.11,大腸菌 O157:H7(sakai株)のゲノム解読,DNA Research,Tetsuya Hayashi
W2145506897,STRING: a web-server to retrieve and display the repeatedly occurring neighbourhood of a gene,9.814943,6.2324896,2000,1261,https://doi.org/10.1093/nar/28.18.3442,STRING web server,Nucleic Acids Research,_Berend Snel
W2138060941,Methane-consuming archaebacteria in marine sediments,-0.4509569,5.2811046,1999,1250,https://doi.org/10.1038/19751,嫌気的なメタン酸化の発見,Nature,Kai‐Uwe Hinrichs; John M. Hayes; Sean P. Sylva; Peter G. Brewer; Edward F. DeLong
W2129448726,Pfam: A comprehensive database of protein domain families based on seed alignments,10.189452,7.209963,1995,1242,https://doi.org/10.1002/(sici)1097-0134(199707)28:3<405::aid-prot10>3.0.co;2-l,Pfamプロジェクト開始,Proteins Structure Function and Bioinformatics,Erik L. L. Sonnhammer; Sean R. Eddy; Richard Durbin
W2126801593,Autophagy in yeast demonstrated with proteinase-deficient mutants and conditions for its induction.,5.2503386,1.7259305,1992,1232,https://doi.org/10.1083/jcb.119.2.301,オートファジーの発見,The Journal of Cell Biology,Koichiro Takeshige; M Baba; Seikichi Tsuboi; Takeshi Noda; Yoshinori Ohsumi
W2022298315,Phylogenetic Stains: Ribosomal RNA-Based Probes for the Identification of Single Cells,3.4374816,10.257132,1989,1228,https://doi.org/10.1126/science.2466341,FISH法の開発,Science,Edward F. DeLong; Gene S. Wickham; Norman R. Pace
W1996568337,"Complete Chemical Synthesis, Assembly, and Cloning of a Mycoplasma genitalium Genome",6.4171104,0.7985653,2007,1226,https://doi.org/10.1126/science.1151721,Mycoplasmaでの全ゲノムの移植(入れ替え),Science,Daniel G. Gibson; Gwynedd A. Benders; Cynthia Andrews‐Pfannkoch; Evgeniya A. Denisova; Holly Baden-Tillson; Jayshree Zaveri; Timothy B. Stockwell; Anushka Brownley; David W. Thomas; Mikkel A. Algire; Chuck Merryman; Lei Young; Vladimir N. Noskov; John I. Glass; J. Craig Venter; Clyde A. Hutchison; Hamilton O. Smith
W2113350312,Genome Streamlining in a Cosmopolitan Oceanic Bacterium,2.922511,3.6430268,2005,1209,https://doi.org/10.1126/science.1114057,海洋で最も存在量の多いSAR11のゲノム解読,Science,Stephen J. Giovannoni; H. James Tripp; Scott A. Givan; Mircea Podar; Kevin L. Vergin; Damon Baptista; Lisa Bibbs; Jonathan Eads; Toby H. Richardson; Michiel Noordewier; Michael S. Rapp_; Jay M. Short; James C. Carrington; Eric J. Mathur
W2037084529,Genome divergence in two Prochlorococcus ecotypes reflects oceanic niche differentiation,2.345323,3.960739,2003,1183,https://doi.org/10.1038/nature01947,最初の海洋細菌のゲノム1 Prochlorococcus,Nature,Gabrielle Rocap; Frank W. Larimer; Jane E. Lamerdin; Stephanie Malfatti; Patrick Chain; Nathan A. Ahlgren; Andrae Arellano; Maureen L. Coleman; Loren Hauser; Wolfgang R. Hess; Zackary I. Johnson; Miriam Land; Debbie Lindell; Anton F. Post; Warren Regala; Manesh Shah; Stephanie L. Shaw; Claudia Steglich; Matthew B. Sullivan; Claire S. Ting; Andrew C. Tolonen; Eric A. Webb; Erik R. Zinser; Sallie W. Chisholm
W2097403532,MEGA: Molecular Evolutionary Genetics Analysis software for microcomputers,9.99966,8.264971,1994,1153,https://doi.org/10.1093/bioinformatics/10.2.189,MEGA,Computer applications in the biosciences,Sudhir Kumar; Koichiro Tamura; Masatoshi Nei
W2001447987,SAR11 clade dominates ocean surface bacterioplankton communities,1.0430487,7.8220525,2002,1133,https://doi.org/10.1038/nature01240,海洋全体でのSAR11の細胞数の試算 → 海洋に最も多く存在する細菌,Nature,Robert M. Morris; Michael S. Rapp_; Stephanie A. Connon; Kevin L. Vergin; William A. Siebold; Craig A. Carlson; Stephen J. Giovannoni
W2008541744,"Streptomycin, a Substance Exhibiting Antibiotic Activity Against Gram-Positive and Gram-Negative Bacteria.*",5.700118,3.590558,1944,1084,https://doi.org/10.3181/00379727-55-14461,ストレプトマイシンの発見,Experimental Biology and Medicine,A. Schatz; E. Bugle; Selman A. Waksman
W2018276910,Methane-Consuming Archaea Revealed by Directly Coupled Isotopic and Phylogenetic Analysis,-0.6464239,5.555226,2001,1081,https://doi.org/10.1126/science.1061338,nanoSIMsが環境微生物で使われた初の例,Science,Victoria J. Orphan; Christopher H. House; Kai‐Uwe Hinrichs; K. D. McKeegan; Edward F. DeLong
W2100278941,Genome sequence of the ultrasmall unicellular red alga Cyanidioschyzon merolae 10D,4.022435,4.349211,2004,1079,https://doi.org/10.1038/nature02398,初の真核藻類のゲノム解読(Cyanidioschyzon merolae),Nature,Motomichi Matsuzaki; Osami Misumi; Tadasu Shin‐I; Shinichiro Maruyama; Manabu Takahara; Shin‐ya Miyagishima; Toshiyuki Mori; Keiji Nishida; Fumi Yagisawa; Keishin Nishida; Yamato Yoshida; Yoshiki Nishimura; Shunsuke Nakao; K. Tamaki; Yu Momoyama; Tetsuya Higashiyama; Ayumi Minoda; Masako Sano; Hisayo Nomoto; Kazuko Oishi; Hiroko Hayashi; Fumiko Ohta; Satoko Nishizaka; Shinobu Haga; Sachiko Miura; Tomomi Morishita; Yukihiro Kabeya; Kimihiro Terasawa; Yutaka Suzuki; Yasuyuki Ishii; Shuichi Asakawa; Hiroyoshi Takano; Niji Ohta; Haruko Kuroiwa; Kan Tanaka; Nobuyoshi Shimizu; Sumio Sugano; Naoki Sato; Hisayoshi Nozaki; Naotake Ogasawara; Yuji Kohara; Tsuneyoshi Kuroiwa
W2465746813,The Significance of Pneumococcal Types,5.6666217,3.475877,1928,1076,https://doi.org/10.1017/s0022172400031879,グリフィスの実験（形質転換の発見）,Journal of Hygiene,Fred Griffith
W2079094106,Cultivation of the ubiquitous SAR11 marine bacterioplankton clade,2.324313,8.196342,2002,1034,https://doi.org/10.1038/nature00917,SAR11クレードの分離(Proteorhodopsinをもつ最初の細菌の初の分離例でもある),Nature,Michael S. Rapp_; Stephanie A. Connon; Kevin L. Vergin; Stephen J. Giovannoni
W2993005136,"The EnteroBase user's guide, with case studies on Salmonella transmissions, Yersinia pestis phylogeny, and Escherichia core genomic diversity",6.4281116,8.590903,2014,1007,https://doi.org/10.1101/gr.251678.119,Enterobase（https://enterobase.warwick.ac.uk）,Genome Research,Zhemin Zhou; Nabil-Fareed Alikhan; Khaled Mohamed; Yulei Fan; Mark Achtman; Mark Achtman
W2121009717,"Elements of a theory for the mechanisms controlling abundance, diversity, and biogeochemical role of lytic bacterial viruses in aquatic systems",1.430438,2.4034226,2000,1002,https://doi.org/10.4319/lo.2000.45.6.1320,Kill the winner仮説,Limnology and Oceanography,T. Frede Thingstad
W2079706758,Genomic analysis of uncultured marine viral communities,1.8862822,3.0254781,2002,982,https://doi.org/10.1073/pnas.202488399,最初の海洋ウイルスメタゲノム,Proceedings of the National Academy of Sciences,Mya Breitbart; Peter Salamon; Bjarne Andresen; Joseph M. Mahaffy; Anca M. Segall; David A. Mead; Farooq Azam; Forest Rohwer
W2043170430,Chemical Synthesis of Poliovirus cDNA: Generation of Infectious Virus in the Absence of Natural Template,5.2162476,0.63568103,2002,964,https://doi.org/10.1126/science.1072266,初のウイルスゲノム人工合成（ポリオウイルス）,Science,Jer_nimo Cello; Aniko V. Paul; Eckard Wimmer
W2053096433,A minimal gene set for cellular life derived by comparison of complete bacterial genomes.,6.8158855,2.142216,1996,925,https://doi.org/10.1073/pnas.93.19.10268,バイオインフォマティクスで最小必須遺伝子を同定する最初の試み(比較ゲノム),Proceedings of the National Academy of Sciences,Arcady Mushegian; Eugene V. Koonin
W2164698321,Global Transposon Mutagenesis and a Minimal Mycoplasma Genome,7.468061,2.4145913,1999,924,https://doi.org/10.1126/science.286.5447.2165,最小必須遺伝子を実験的に同定する最初の試み(トランスポゾンミュータジェネシス),Science,Clyde A. Hutchison; Scott N. Peterson; Steven R. Gill; Robin T. Cline; Owen White; Claire M. Fraser; Hamilton O. Smith; J. Craig Venter
W2163266294,Genomically Recoded Organisms Expand Biological Functions,7.867245,2.4896243,2013,858,https://doi.org/10.1126/science.1241459,MAGE法によるUAGコドンの無い大腸菌の構築,Science,J. G. Lajoie; Alexis J. Rovner; Daniel B. Goodman; Hans R. Aerni; Adrian D. Haimovich; Gleb Kuznetsov; Jaron A. M. Mercer; Harris H. Wang; Peter A. Carr; Joshua A. Mosberg; Nadin Rohland; Peter G. Schultz; Joseph M. Jacobson; Jesse Rinehart; George M. Church; Farren J. Isaacs
W2007093279,A Giant Virus in Amoebae,3.1840167,10.964188,2003,853,https://doi.org/10.1126/science.1081867,巨大ウイルス(ミミウイルス)の発見,Science,Bernard La Scola; St_phane Audic; Catherine Robert; Jungang Liang; Xavier de Lamballerie; Michel Drancourt; Richard J. Birtles; Jean‐Michel Claverie; Didier Raoult
W2127415562,Comparative Metagenomics Revealed Commonly Enriched Gene Sets in Human Gut Microbiomes,-0.8208956,11.050924,2007,853,https://doi.org/10.1093/dnares/dsm018,初の大規模なヒト腸内メタゲノム研究,DNA Research,Ken Kurokawa; Takehiko Itoh; Tomomi Kuwahara; Kenshiro Oshima; Hidehiro Toh; Atsushi Toyoda; Hideto Takami; Hidetoshi Morita; Vijay K. Sharma; T Srivastava; Todd D. Taylor; Hideki Noguchi; Hiroshi Mori; Yoshitoshi Ogura; Dusko S. Ehrlich; Kikuji Itoh; Toshihisa Takagi; Yoshiyuki Sakaki; Tetsuya Hayashi; Masahira Hattori
W2132088881,Automated Approach for Ribosomal Intergenic Spacer Analysis of Microbial Diversity and Its Application to Freshwater Bacterial Communities,6.2852793,9.872107,1999,843,https://doi.org/10.1128/aem.65.10.4630-4636.1999,ARISA(automated method of ribosomal intergenic spacer analysis)を用いた微生物群集構造解析,Applied and Environmental Microbiology,Madeline M. Fisher; Eric W. Triplett
W1652686173,Ocean Carbon Pumps: Analysis of Relative Strengths and Efficiencies in Ocean-Driven Atmospheric CO 2 Changes,-1.1168455,6.8074045,1985,842,https://doi.org/10.1029/GM032p0099,生物ポンプの定義,Geophysical monograph,Tyler Volk; Martin I. Hoffert
W2147208616,GENETIC EXCHANGE IN SALMONELLA,6.223551,3.9581692,1952,823,https://doi.org/10.1128/jb.64.5.679-699.1952,形質導入の発見,Journal of Bacteriology,Norton D. Zinder; Joshua Lederberg
W2072590703,Proteorhodopsin phototrophy in the ocean,1.3558251,4.875825,2000,820,https://doi.org/10.1038/35081051,SAR86 からのProteorhodopsinの発見,Nature,Oded B_j_; Elena N. Spudich; John L. Spudich; Marion Leclerc; Edward F. DeLong
W1983384197,Cell proliferation at 122°C and isotopically heavy CH 4 production by a hyperthermophilic methanogen under high-pressure cultivation,-0.6710047,5.462559,2008,810,https://doi.org/10.1073/pnas.0712334105,122°Cでも増殖する細菌Methanopyrus kandleri strain 116,Proceedings of the National Academy of Sciences,Ken Takai; Kentaro Nakamura; Tomohiro Toki; Urumu Tsunogai; Masayuki Miyazaki; Junichi Miyazaki; Hisako Hirayama; Satoshi Nakagawa; Takuro Nunoura; Koki Horikoshi
W1973738093,Complete nucleotide sequence of bacteriophage MS2 RNA: primary and secondary structure of the replicase gene,5.510513,1.3141407,1976,795,https://doi.org/10.1038/260500a0,バクテリオファージMS2のゲノム決定,Nature,Walter Fiers; Roland Contreras; F. Duerinck; Guy Haegeman; D. Iserentant; J. Merregaert; Willy Min Jou; F. Molemans; A. Raeymaekers; A. Van den Berghe; G. Volckaer_; M. Ysebaert
W1756039870,The amino-acid sequence in the phenylalanyl chain of insulin. 1. The identification of lower peptides from partial hydrolysates,3.3147213,11.067628,1951,772,https://doi.org/10.1042/bj0490463,インスリンのアミノ酸配列決定（1951～1952）,Biochemical Journal,Frederick Sanger; H. Tuppy
W2136451426,Biochemical Method for Inserting New Genetic Information into DNA of Simian Virus 40: Circular SV40 DNA Molecules Containing Lambda Phage Genes and the Galactose Operon of Escherichia coli,5.816087,0.47135594,1972,755,https://doi.org/10.1073/pnas.69.10.2904,異種生物へのDNA組み換え手法の構築,Proceedings of the National Academy of Sciences,David A. Jackson; Robert H. Symons; Paul Berg
W2038763999,Expression of a Gene Cluster kaiABC as a Circadian Feedback Process in Cyanobacteria,7.848166,1.8966881,1998,753,https://doi.org/10.1126/science.281.5382.1519,KaiABCが時計遺伝子である,Science,Masahiro Ishiura; Shinsuke Kutsuna; Setsuyuki Aoki; Hideo Iwasaki; Carol R. Andersson; Akio Tanabe; Susan S. Golden; Carl Hirschie Johnson; Takao Kondo
W1980602152,Asymmetric substitution patterns in the two DNA strands of bacteria,6.4657135,1.0883743,1996,744,https://doi.org/10.1093/oxfordjournals.molbev.a025626,染色体複製の起点と終点がGC skewの境界になる,Molecular Biology and Evolution,Jean R. Lobry
W2904384071,Minimum Information about an Uncultivated Virus Genome (MIUViG),8.000935,10.96265,2019,737,https://doi.org/10.1038/nbt.4306,未分離ウイルスゲノムの標準的な品質の評価指標の提案(MIUViG),Nature Biotechnology,Simon Roux; Evelien M. Adriaenssens; Bas E. Dutilh; Eugene V. Koonin; Andrew M. Kropinski; Mart Krupov__; Jens H. Kuhn; Rob Lavigne; J. Rodney Brister; Arvind Varsani; Clara Amid; Ramy K. Aziz; Seth R. Bordenstein; Peer Bork; Mya Breitbart; Guy Cochrane; Rebecca A. Daly; Christelle Desnues; Melissa B. Duhaime; Joanne Emerson; Fran_ois Enault; Jed A. Fuhrman; Pascal Hingamp; Philip Hugenholtz; Bonnie L. Hurwitz; Natalia Ivanova; Jessica Labont_; Kyung-Bum Lee; Rex R. Malmstrom; Manuel Mart_nez‐Garc_a; Ilene Karsch‐Mizrachi; Hiroyuki Ogata; David P_ez-Espino; Marie‐Agn_s Petit; Catherine Putonti; Thomas Rattei; Alejandro Reyes; Francisco Rodr_guez‐Valera; Karyna Rosario; Lynn M. Schriml; Frederik Schulz; Grieg F. Steward; Matthew B. Sullivan; Shinichi Sunagawa; Curtis A. Suttle; Ben Temperton; Susannah G. Tringe; Rebecca Vega Thurber; Nicole S. Webster; Katrine L Whiteson; Steven W. Wilhelm; K. Eric Wommack; Tanja Woyke; Kelly Wrighton; Pelin Yilmaz; Takashi Yoshida; Mark Young; Natalya Yutin; Lisa Zeigler Allen; Nikos C. Kyrpides; Emiley A. Eloe‐Fadrosh
